,Index,Instance,DominantPairs,SmallerBetterPairs,CapacityFraction,CapFracDistanceFromOneHalf,CorrelationCoefficient,ApproximationGap,CoeffVarWeights,CoeffVarProfits,CoeffVarEffics,PossibleItemFixProportion,SubsetSumLikeness,ModBalasZemelMeasure,MaxCardinality,MinCardinality,CardinalityGap,FirstWeight,FirstProfit,PolyfitLinear,PolyfitQuadratic,PolyfitCubic,BeforeAfterSplitRatio,EvenOddLikeness,GreedyUnusedCapacity,ReducedDominantPairs,ReducedSmallerBetterPairs,ReducedCapacityFraction,ReducedCapFracDistanceFromOneHalf,ReducedCorrelationCoefficient,ReducedApproximationGap,ReducedCoeffVarWeights,ReducedCoeffVarProfits,ReducedCoeffVarEffics,ReducedSubsetLikeness,ReducedModBalasZemelMeasure,ReducedMaxCardinality,ReducedMinCardinality,ReducedCardinalityGap,ReducedFirstWeight,ReducedFirstProfit,ReducedPolyfitLinear,ReducedPolyfitQuadratic,ReducedPolyfitCubic,ReducedBeforeAfterSplitRatio,ReducedGreedyUnusedCapacity,algo_Expknap,algo_Minknap,algo_Combo,Source,Label,X
44,45,0_knapPI_4_200_1000_1_new,0.506884422,0.703919598,0.004027503,0.991944993,-0.018481376,0.099905599,0.282704163,0.333484683,0.136510795,0.97,0.005,4.38E-05,0.025,0,0.025,0.097538742,0,0.000341561,0.016603206,0.024969597,0.004921926,0.05,0.101003077,0.066666667,0.666666667,0.289988493,0.420023015,0.975354723,0.106988058,0.134233831,0.122663956,0.005629602,0.166666667,0.002635492,0.5,0.166666667,0.333333333,0.591160221,0.616541353,0.951316836,0.972693777,0.975626725,0.07797913,0.020364883,0.000112349,0.000192748,0.000197304,Pisigner_small_coff,0,0
45,46,0_knapPI_4_500_1000000_1_new,0.486188377,0.707182365,0.001289843,0.997420314,0.041569742,0.279176231,0.273473864,0.319439531,0.123769096,0.978,0.002,0.000101825,0.008,0,0.008,0.092019891,0,0.001728043,0.009334511,0.009506745,0.001933032,0.02,0.992627949,0.218181818,0.509090909,0.28164948,0.43670104,0.761814266,0.298836091,0.087288828,0.126220006,0.018772835,0.090909091,0.002794822,0.363636364,0.181818182,0.181818182,0.669891417,0.466372853,0.580360977,0.717546912,0.802545828,0.17202087,0.556673084,3.08E-05,0.000200273,0.000199559,Pisinger_large_coff,0,0
46,47,0_knapPI_4_50_10000_1_new,0.503673469,0.700408163,0.001554816,0.996890368,-0.029729182,0.303610777,0.296368717,0.345151322,0.136136229,0.96,0.02,0.000119153,0.02,0,0.02,0.097596504,0,0.000883824,0.004787762,0.029263258,0,0.2,0.560957294,1,1,0.202589808,0.594820384,-1,0.452425373,0.093343282,0.003439635,0.019477679,0.5,0.004783929,0.5,0,0.5,0.810892587,0.99238806,1,1,1,0,0.012348875,9.04E-07,0.000187687,0.000192842,Pisigner_small_coff,0,0
47,48,0_knapPI_5_1000_10000000_1_new,0.502222222,0.799225225,0.002119808,0.995760384,-0.007344081,0.099201659,0.338896245,0.290363419,0.670379431,0.981,0.001,1.79E-05,0.052,0.001,0.051,0.00038708,0,5.39E-05,0.007001899,0.007005349,0.016112057,0.01,0.987158528,0.029239766,0.748538012,0.425809863,0.148380274,0.988698881,0.103653142,0.400311247,0.364800199,0.179952713,0.052631579,0.002577883,0.736842105,0.210526316,0.526315789,0.008815433,0.096860201,0.977525478,0.97756046,0.985043014,0.614200251,0.683184239,1.05E-05,0.000194382,0.000193449,Pisinger_large_coff,0,0
48,49,0_knapPI_5_100_1000_1_new,0.543636364,0.804040404,0.011612212,0.976775577,-0.135311279,0.325394756,0.339400407,0.298914186,0.365730636,0.91,0.01,0.000132461,0.1,0,0.1,0.009045226,0,0.018309142,0.019463746,0.020958141,0.030224067,0.1,0.295167235,0.166666667,0.333333333,0.409331919,0.181336161,0.768568963,0.325394756,0.14890197,0.281841464,0.04800485,0.111111111,0.002597145,0.555555556,0.222222222,0.333333333,0.482758621,0.180656934,0.590698251,0.609338178,0.704530247,0.25,0.295167235,6.03E-06,0.000190515,0.000190563,Pisigner_small_coff,0,0
49,50,0_knapPI_5_2000_1000_1_new,0.507364682,0.790355178,0.000578561,0.998842879,-0.019802591,0.217913785,0.327663766,0.281223376,0.535625793,0.986,0.0005,2.41E-05,0.02,0,0.02,0.001,0,0.000392143,0.000522788,0.001252155,0.005771826,0.005,0.050821347,0.166666667,0.67989418,0.405442177,0.189115646,0.880478473,0.222769802,0.28521064,0.254425639,0.120199429,0.035714286,0.002553835,0.607142857,0.214285714,0.392857143,0.019607843,0.168059424,0.775242341,0.779385482,0.789242673,0.45141021,0.050821347,0.000101587,0.000285904,0.000232258,Pisigner_small_coff,0,0
50,51,0_knapPI_5_200_1000000_1_new,0.505125628,0.780653266,0.004824815,0.990350369,-0.013806696,0.18510203,0.320579632,0.27925456,0.410536751,0.96,0.005,7.04E-05,0.09,0,0.09,0.00421429,0,0.000190625,0.000212,0.010024525,0.025851953,0.05,0.950350852,0.071428571,0.607142857,0.363461346,0.273077308,0.984325199,0.200802295,0.386853977,0.372320665,0.030173374,0.125,0.005393744,0.75,0.125,0.625,0.109275068,0.111563931,0.968896096,0.969812155,0.972175125,0.147583618,0.028637719,9.49E-06,0.000192897,0.000191293,Pisinger_large_coff,0,0
51,52,0_knapPI_5_500_10000_1_new,0.504344689,0.792945892,0.00058599,0.998828019,-0.012244641,0.148959137,0.332306352,0.285512765,0.366423868,0.982,0.002,2.00E-05,0.022,0,0.022,0.006006006,0,0.000149931,0.00083819,0.005234963,0.005260841,0.02,0.329812669,0.083333333,0.416666667,0.304904051,0.390191898,0.9687367,0.158820342,0.23792882,0.25289707,0.017232722,0.111111111,0.003843355,0.555555556,0.111111111,0.444444444,0.343570058,0.282566492,0.938450795,0.950046002,0.950187945,0.121118942,0.045282636,3.43E-05,0.000213599,0.000206169,Pisigner_small_coff,0,0
52,53,0_knapPI_5_50_100000_1_new,0.493877551,0.74122449,0.003900301,0.992199398,0.024512606,0.372866259,0.3015011,0.264353635,0.498435155,0.96,0.02,0.000114182,0.08,0,0.08,0.001383486,0,0.000600868,0.007110833,0.007227107,0.01383085,0.2,0.475454138,0,0,0.574466845,0.148933691,1,0.438662896,0.135768081,0.243093087,0.024613657,0.5,0.006321057,1,0,1,0.734411319,0.557698903,1,1,1,0,0.006278786,3.46E-06,0.000188687,0.000186424,Pisinger_large_coff,0,0
53,54,0_knapPI_6_1000_1000_1_new,0.499029029,0.746418418,0.000962296,0.998075408,0.005731337,0.192957343,0.33234742,0.333027299,0.383347509,0.982,0.001,2.69E-05,0.031,0,0.031,0.003006012,0,3.28E-05,5.04E-05,5.11E-05,0.008374643,0.01,0.057141828,0.150326797,0.575163399,0.344890511,0.310218978,0.934751778,0.195901758,0.332444555,0.344664626,0.065852367,0.055555556,0.002582038,0.611111111,0.166666667,0.444444444,0.096153846,0.103763988,0.873760887,0.901124588,0.911941711,0.334750659,0.057141828,4.95E-06,0.000203714,0.000195639,Pisigner_small_coff,0,0
54,55,0_knapPI_6_100_100000_1_new,0.474747475,0.764040404,8.77E-05,0.999824688,0.082083639,0.108264951,0.29378373,0.293896437,0.429581871,0.99,0.01,9.11E-06,0.02,0,0.02,0.001383486,0,0.006737724,0.01818747,0.026795063,0.003247947,0.1,0.154673676,0,0,0.715463918,0.430927835,0,0.715463918,0,0,0,0,0.999999968,1,0,1,1,1,1,0,0,0,0,8.98E-06,0.000187808,0.00019676,Pisinger_large_coff,0,0
55,56,0_knapPI_6_200_10000_1_new,0.487085427,0.735226131,0.000464817,0.999070367,0.034213974,0.368142444,0.323856043,0.324369428,0.364487483,0.99,0.005,4.63E-05,0.02,0,0.02,0.007211538,0,0.001170596,0.008623038,0.010057819,0.004921926,0.05,0.67414245,0,1,0.686956522,0.373913043,1,0.552795031,0.32773565,0.055575482,0.062228288,0.5,0.003094666,1,0,1,0.428571429,0.883441119,1,1,1,0.5,0.006158412,3.21E-05,0.000196611,0.000206096,Pisigner_small_coff,0,0
56,57,0_knapPI_6_500_1000000_1_new,0.486188377,0.748873747,0.001537422,0.996925156,0.041569742,0.358175046,0.318177901,0.319439531,0.463054994,0.954,0.002,6.98E-05,0.042,0,0.042,0.001149911,0,0.001728043,0.009334511,0.009506745,0.010878152,0.02,0.927393231,0.229249012,0.632411067,0.328352991,0.343294018,0.796849805,0.383398078,0.389775585,0.356717206,0.241706243,0.043478261,0.002629913,0.608695652,0.130434783,0.47826087,0.013051775,0.007200002,0.634969612,0.636959725,0.659544812,0.407226421,0.776327579,0.105463,0.00293404,0.00142933,Pisinger_large_coff,1,0
57,58,0_knapPI_6_50_1000_1_new,0.484897959,0.72244898,0.018701319,0.962597363,0.041909227,0.024423135,0.324750157,0.338430327,0.374493055,0.98,0.02,1.98E-05,0.16,0,0.16,0.007042254,0,0.001756383,0.064095036,0.064467398,0.061130783,0.2,0.04449081,0,0,0.074468085,0.85106383,0,0.074468085,0,0,0,0,0.999999968,1,0,1,1,1,1,0,0,0,0,0.000349374,0.000196337,0.000195672,Pisigner_small_coff,1,0
58,59,0_knapPI_9_1000_1000000_1_new,0.508530531,0.508692693,4.00E-06,0.999991994,-0.027558832,0.004004427,0.0001808,0.334091885,0.073386807,0.997,0.001,1.02E-05,0.001,0,0.001,0.999003634,0,0.000759489,0.002055231,0.008107428,0,0.01,0.999841038,0.333333333,0.333333333,0.00133452,0.997330959,0.302054365,0.004004427,0.000298539,0.00116636,0.000222695,0.333333333,0.002926674,0.333333333,0,0.333333333,0.999140689,0.996410421,0.091236839,1,0.091264863,0,0.23118815,8.98E-05,0.000190526,0.000194016,Pisinger_large_coff,0,0
59,60,0_knapPI_9_100_1000_1_new,0.478181818,0.48,4.85E-05,0.99990305,0.075885509,0.004849127,0.000203674,0.346075606,0.076578897,0.98,0.01,1.23E-05,0.01,0,0.01,0.999010979,0,0.00575861,0.024856948,0.039436326,0,0.1,0.870552228,1,1,0.002423752,0.995152496,-1,0.004849127,0.000301451,0.001359308,0.000332152,0.5,0.003350947,0.5,0,0.5,0.999330569,0.996984925,1,1,1,0,0.046003429,1.46E-05,0.000186562,0.000188647,Pisigner_small_coff,0,0
60,61,0_knapPI_9_2000_1000_1_new,0.511757379,0.511757379,2.42E-06,0.999995152,-0.018806232,0.004849612,0.000185542,0.328007469,0.071791866,0.995,0.001,1.23E-05,0.0005,0,0.0005,0.999010979,0,0.000353674,0.000652838,0.001458304,0,0.01,0.870552228,0.422222222,0.577777778,0.000484752,0.999030496,-0.093370489,0.004849612,0.000217931,0.001041678,0.000216806,0.2,0.002684672,0.1,0,0.1,0.99903095,0.996,0.008718048,0.28996637,0.535001094,0,0.751001807,0.00170115,0.000212553,0.000203961,Pisigner_small_coff,1,0
61,62,0_knapPI_9_200_100000_1_new,0.482361809,0.482562814,2.42E-07,0.999999515,0.048752807,4.85E-05,0.000179466,0.337054004,0.074168937,0.995,0.005,1.23E-07,0.005,0,0.005,0.999011882,0,0.002376836,0.003035627,0.003595502,0,0.05,0.870552228,0,0,4.85E-05,0.999903091,0,4.85E-05,0,0,0,0,0.999999968,1,0,1,1,1,1,0,0,0,0,1.61E-06,0.000189836,0.000186535,Pisinger_large_coff,0,0
62,63,0_knapPI_9_500_1000_1_new,0.51490982,0.51490982,9.70E-06,0.999980609,-0.026723897,0.004848497,0.000184345,0.327265308,0.071599819,0.996,0.002,1.23E-05,0.002,0,0.002,0.999010979,0,0.000714167,0.001190965,0.001251058,0,0.02,0.870552228,0,0,0.002424406,0.995151188,1,0.004848497,5.85E-05,0.000903931,0.000169085,0.5,0.006580902,0.5,0,0.5,0.99987004,0.997993982,1,1,1,0,0.227326493,8.78E-05,0.000190824,0.000200399,Pisigner_small_coff,0,0
63,64,0_knapPI_9_50_1000000_1_new,0.521632653,0.521632653,8.01E-05,0.999839897,-0.066656096,0.004004071,0.000176056,0.319702128,0.069644865,0.98,0.02,1.02E-05,0.02,0,0.02,0.999090587,0,0.004443035,0.035466189,0.042959475,0,0.2,0.994595415,0,0,0.004004071,0.991991857,0,0.004004071,0,0,0,0,0.999999968,1,0,1,1,1,1,1,1,0,0,3.09E-06,0.000187114,0.000185448,Pisinger_large_coff,0,0
64,65,10_knapPI_11_1000_1000_1_new,0.543745746,0.67201001,5.40E-05,0.999891951,0.010955224,0.408163265,0.345535463,0.544243909,0.23250188,0.982,0.002,5.99E-05,0.001,0,0.001,0.057647059,0,0.000120017,0.000429456,0.001133266,0,0.02,0.042378609,0.790849673,0.790849673,0.022675737,0.954648526,0,0.408163265,0,0.121281544,0.024541917,0.111111111,0.002598434,0.055555556,0,0.055555556,1,0.6,0,0,0,0,0,3.99E-06,0.000186706,0.000192571,Pisinger_hard,0,0
65,66,10_knapPI_11_100_1000_1_new,0.526464646,0.672121212,0.000542903,0.998914194,0.01150832,0.244897959,0.346074419,0.501865852,0.208796388,0.95,0.03,6.00E-05,0.01,0,0.01,0.057647059,0,0.000132441,0.027445278,0.061689662,0,0.3,0.042378609,0,0.7,0.060606061,0.878787879,0.981059528,0.244897959,0.219710985,0.178677229,0.009583808,0.6,0.003118113,0.2,0,0.2,0.5,0.6,0.962477798,1,1,0,0.009793378,7.49E-07,0.000184962,0.000188759,Pisinger_hard,0,0
66,67,10_knapPI_11_2000_1000_1_new,0.545930465,0.673883942,2.68E-05,0.999946333,-0.010198175,0.408163265,0.347226503,0.544174693,0.228962302,0.986,0.0015,5.99E-05,0.0005,0,0.0005,0.057647059,0,0.000104003,0.000294779,0.000342427,0,0.015,0.042378609,0.806878307,0.806878307,0.014577259,0.970845481,0,0.408163265,0,0.112577919,0.022743574,0.107142857,0.002598434,0.035714286,0,0.035714286,1,0.6,0,0,0,0,0,5.84E-06,0.00019469,0.000201464,Pisinger_hard,0,0
67,68,10_knapPI_11_200_1000_1_new,0.524070352,0.654271357,0.000270029,0.999459941,0.023062615,0.408163265,0.343181506,0.50982585,0.220565963,0.975,0.005,5.99E-05,0.005,0,0.005,0.057647059,0,0.000531884,0.005624954,0.010698104,0,0.05,0.042378609,0.7,0.7,0.081632653,0.836734694,0,0.408163265,0,0.154420958,0.031478828,0.2,0.002598434,0.2,0,0.2,1,0.6,0,0,0,0,0,8.89E-07,0.000185443,0.000189787,Pisinger_hard,0,0
68,69,10_knapPI_11_500_1000_1_new,0.541675351,0.669659319,0.000108716,0.999782567,0.000554016,0.408163265,0.34285394,0.530292287,0.23030522,0.976,0.002,5.99E-05,0.002,0,0.002,0.057647059,0,3.07E-07,0.003111844,0.003276893,0,0.02,0.042378609,0.742424242,0.742424242,0.034013605,0.931972789,0,0.408163265,0,0.128522233,0.026044902,0.083333333,0.002598434,0.083333333,0,0.083333333,1,0.6,0,0,0,0,0,1.46E-06,0.00018647,0.00019178,Pisinger_hard,0,0
69,70,10_knapPI_12_1000_1000_1_new,0.53217017,0.761429429,0.001175037,0.997649925,0.033671522,0.702040816,0.345535463,0.344303058,0.167648158,0.927,0.006,0.000129368,0.009,0,0.009,0.057647059,0,0.001133771,0.002628588,0.00289873,0.002259769,0.06,0.09063154,0.356544901,0.78196347,0.104920405,0.79015919,0.561474124,0.702040816,0.178386452,0.297371162,0.060815312,0.082191781,0.00255389,0.123287671,0.054794521,0.068493151,0.5,0.1,0.315253192,0.317420514,0.315571342,0.03758986,0.021049749,3.77E-06,0.000192266,0.000195265,Pisinger_hard,0,0
70,71,10_knapPI_12_200_1000_1_new,0.533718593,0.766482412,0.00587314,0.98825372,0.0181287,0.164705882,0.343181506,0.344554513,0.152511982,0.96,0.005,6.08E-05,0.045,0,0.045,0.057647059,0,0.00032865,0.009368798,0.017219187,0.010155379,0.05,0.042378609,0.178571429,0.571428571,0.12568306,0.74863388,0.963863927,0.205882353,0.192500269,0.208639485,0.010685676,0.125,0.003685772,0.25,0,0.25,0.5,0.439655172,0.929033669,0.948217621,0.947495942,0.052568457,0.009793378,8.64E-07,0.000187537,0.000193261,Pisinger_hard,0,0
71,72,10_knapPI_12_20_1000_1_new,0.526315789,0.752631579,0.064206642,0.871586716,-0.007470732,0.05862069,0.369324276,0.401896347,0.151028939,0.9,0.05,8.99E-05,0.3,0,0.3,0.057647059,0,5.58E-05,0.012488302,0.040640577,0.102416382,0.5,0.012730698,0,0,0.226973684,0.546052632,1,0.1,0.486451113,0.500645741,0.010705455,0.5,0.01180505,1,0,1,0.192156863,0.170588235,1,1,1,0,0.000618077,5.23E-07,0.000182525,0.000187174,Pisinger_hard,0,0
72,73,10_knapPI_13_1000_1000_1_new,0.539931932,0.770078078,0.001821144,0.996357712,0.006413305,0.057035446,0.306258262,0.306246498,0.139639926,0.996,0.002,1.59E-05,0.011,0,0.011,0.086725664,0,4.11E-05,0.000123255,0.000858894,0.003247947,0.02,0.006365986,0,0.666666667,0.016587678,0.966824645,1,0.063372718,0.052141756,0.043861058,0.001672717,0.5,0.007011022,0.25,0,0.25,0.867256637,0.887218045,1,1,0.801920439,0,0.002970871,0,0.00053314,0.000300063,Pisinger_hard,1,0
73,74,10_knapPI_13_100_1000_1_new,0.532727273,0.771111111,0.019726943,0.960546113,-0.021297134,0.077876106,0.31641052,0.322782697,0.143518155,0.95,0.01,5.22E-05,0.1,0,0.1,0.086725664,0,0.000453568,0.00188575,0.012727578,0.03479717,0.1,0.020001466,0.2,0.4,0.17739816,0.645203679,0.971852954,0.097345133,0.21970129,0.22820196,0.013071249,0.2,0.002725792,0.4,0,0.4,0.5,0.443609023,0.944498164,0.964742869,0.941508207,0.102416382,0.004668461,0.0743987,0.0002228,0.000200821,Pisinger_hard,1,0
74,76,10_knapPI_13_20_1000_1_new,0.494736842,0.763157895,0.093957356,0.812085287,0.042224256,0.076551999,0.2872552,0.322273266,0.136435969,0.95,0.05,0.000161663,0.3,0.05,0.25,0.10840708,0,0.001782888,0.003290698,0.01198426,0.147583618,0.5,0.022060651,0,0,0.076696165,0.84660767,0,0.076696165,0,0,0,0,0.999999968,1,0,1,1,1,1,1,1,0,0,1.44E-05,0.000185351,0.000187005,Pisinger_hard,0,0
75,77,10_knapPI_14_1000_1000_1_new,0.497409409,0.81808008,0.001519049,0.996961902,0.008130294,0.015459656,0.32650435,0.241686181,0.510851612,0.997,0.001,2.74E-06,0.039,0,0.039,0.002002002,0,6.61E-05,0.000180815,0.00149299,0.011607016,0.01,0,0,0,0.17,0.66,0.999999251,0.303571429,0.339179905,0.347796362,0.002170498,0.333333333,0.06489143,0.333333333,0,0.333333333,0.375,0.363128492,0.999998501,1,1,0,0.053982921,2.90E-05,0.000242421,0.000203976,Pisinger_hard,0,0
76,78,10_knapPI_14_100_1000_1_new,0.49030303,0.812929293,0.015480441,0.969039117,0.015712408,0.055928337,0.338531448,0.260062644,0.250005965,0.98,0.01,3.10E-05,0.15,0,0.15,0.007099391,0,0.00024688,0.003339255,0.003665246,0.055354468,0.1,0.031804503,0,0,0.259459459,0.481081081,1,0.080658555,0.412425192,0.443009518,0.014605762,0.5,0.004519343,1,0,1,0.302816901,0.257369615,1,1,1,0,0.000321525,1.02E-05,0.000188716,0.000195675,Pisinger_hard,0,0
77,79,10_knapPI_14_200_1000_1_new,0.475728643,0.816482412,0.007512061,0.984975879,0.05710515,0.031219138,0.317202909,0.238563635,0.242298379,0.99,0.005,1.34E-05,0.09,0,0.09,0.007063572,0,0.003260998,0.020205809,0.020484429,0.030224067,0.05,0.031804503,0,1,0.372972973,0.254054054,1,0.041322314,0.261602596,0.237087801,0.006274157,0.5,0.00275518,1,0,1,0.52892562,0.567117586,1,1,1,0.5,0.000558438,6.78E-06,0.000191641,0.000205353,Pisinger_hard,0,0
78,80,10_knapPI_14_20_1000_1_new,0.415789474,0.784210526,0.094348955,0.81130209,0.216238165,0.190725126,0.435355406,0.352094844,0.19666161,0.85,0.05,0.000258859,0.4,0,0.4,0.021298174,0,0.046758944,0.047266165,0.073247604,0.274437252,0.5,0.425652617,0,1,0.495207668,0.009584665,0.999341503,0.2,0.447681041,0.38201083,0.042497396,0.333333333,0.005544931,1,0,1,0.108860759,0.200707339,0.99868344,1,1,0.75,0.003468446,1.43E-06,0.000187427,0.000188427,Pisinger_hard,0,0
79,81,10_knapPI_15_1000_1000_1_new,0.498328328,0.751801802,0.001122862,0.997754276,0.009889334,0.081644144,0.32650435,0.326676133,0.54333669,0.993,0.001,1.30E-05,0.034,0,0.034,0.002002002,0,9.78E-05,0.000202229,0.001826112,0.009082489,0.01,0.031804503,0.047619048,0.238095238,0.534188034,0.068376068,0.991934472,0.102208647,0.216300607,0.242453287,0.009110119,0.142857143,0.003248413,0.714285714,0.285714286,0.428571429,0.354166667,0.319548872,0.983933997,0.984023151,0.991970648,0.397583618,0.010609347,2.86E-06,0.000199036,0.00021476,Pisinger_hard,0,0
80,82,10_knapPI_15_100_1000_1_new,0.495959596,0.752525253,0.011442948,0.977114105,0.014648481,0.066972335,0.338531448,0.345122619,0.238229335,0.95,0.01,2.94E-05,0.13,0,0.13,0.007099391,0,0.000214578,0.002599608,0.002608729,0.039583424,0.1,0.038151448,0.1,0.6,0.49833887,0.003322259,0.98454717,0.095384841,0.336913624,0.351664333,0.022567718,0.2,0.002628348,0.8,0.2,0.6,0.228813559,0.238095238,0.96933313,0.974317052,0.980109908,0.352416382,0.003472437,7.28E-05,0.000196298,0.00020138,Pisinger_hard,0,0
81,83,10_knapPI_15_200_1000_1_new,0.480100503,0.753467337,0.005552821,0.988894359,0.058727584,0.198053038,0.317202909,0.320427753,0.230425321,0.94,0.005,6.40E-05,0.075,0,0.075,0.007063572,0,0.003448929,0.017238236,0.017292618,0.019645852,0.05,0.050821347,0.227272727,0.666666667,0.685575365,0.371150729,0.885504881,0.202331962,0.34686331,0.336002339,0.049837485,0.083333333,0.002680271,0.916666667,0.416666667,0.5,0.153153153,0.169753086,0.784118895,0.829293378,0.829772944,0.621118942,0.050821347,9.06E-06,0.000189283,0.00020937,Pisinger_hard,0,0
82,84,10_knapPI_15_20_1000_1_new,0.426315789,0.684210526,0.069741561,0.860516879,0.206250719,0.238282482,0.435355406,0.466635576,0.227841545,0.7,0.05,0.000310314,0.4,0,0.4,0.021298174,0,0.042539359,0.043119847,0.055247878,0.147583618,0.5,0.380174468,0.266666667,0.666666667,0.49410609,0.011787819,0.967543075,0.238282482,0.482603352,0.468732274,0.084614369,0.166666667,0.002760117,0.833333333,0.166666667,0.666666667,0.06835443,0.027355623,0.936139602,0.936150683,0.98881861,0.5,0.107200504,1.42E-05,0.000201351,0.000238031,Pisinger_hard,0,0
83,85,10_knapPI_16_1000_1000_1_new,0.497565566,0.852066066,0.001845555,0.996308891,0.003030517,0.048882768,0.32650435,0.195579507,0.49075819,0.994,0.001,7.84E-06,0.043,0,0.043,0.002002002,0,9.18E-06,0.000342621,0.003125666,0.01383085,0.01,0.019092867,0.066666667,0.666666667,0.580508475,0.161016949,0.991402646,0.053571429,0.234959307,0.226268859,0.006829507,0.166666667,0.002551311,0.833333333,0.333333333,0.5,0.267857143,0.272554606,0.982879206,0.985246861,0.987646123,0.75,0.019092867,3.36E-05,0.000227338,0.000212537,Pisinger_hard,0,0
84,86,10_knapPI_16_100_1000_1_new,0.495151515,0.837979798,0.018807823,0.962384353,-0.006389021,0.323024308,0.338531448,0.215722949,0.274352852,0.91,0.01,0.000149,0.16,0,0.16,0.007099391,0,4.08E-05,0.000641407,0.000713367,0.061130783,0.1,0.274471447,0.25,0.805555556,0.409649953,0.180700095,0.814260852,0.367844331,0.287646579,0.204043344,0.051352549,0.111111111,0.002914033,0.666666667,0.222222222,0.444444444,0.202072539,0.2160555,0.663020735,0.803435065,0.827251458,0.42202087,0.072891071,6.19E-06,0.000188635,0.000187293,Pisinger_hard,0,0
85,87,10_knapPI_16_200_1000_1_new,0.47919598,0.846532663,0.009126711,0.981746579,0.035445508,0.591695328,0.317202909,0.192618792,0.265338622,0.865,0.005,0.000208507,0.095,0,0.095,0.007063572,0,0.001256384,0.009052808,0.009071129,0.032484752,0.05,0.348702123,0.367521368,0.888888889,0.400451467,0.199097065,0.444653008,0.595836677,0.356347776,0.16695982,0.135163125,0.037037037,0.002593004,0.666666667,0.185185185,0.481481481,0.040229885,0.190726159,0.197716298,0.244317185,0.254412289,0.635799749,0.348702123,6.89E-06,0.000191243,0.000192389,Pisinger_hard,0,0
86,88,10_knapPI_16_20_1000_1_new,0.426315789,0.778947368,0.114628416,0.770743168,0.290362433,0.43577354,0.435355406,0.316736775,0.198199771,0.6,0.05,0.000633485,0.45,0,0.45,0.021298174,0,0.084310342,0.096789329,0.123981104,0.274437252,0.5,0.421713676,0.357142857,0.857142857,0.547754586,0.095509171,0.709280945,0.43577354,0.429516686,0.318654237,0.130653811,0.125,0.002617943,0.875,0.25,0.625,0.067839196,0.167101828,0.503079459,0.506373261,0.738480341,0.687167042,0.161935736,1.28E-06,0.000194169,0.00019027,Pisinger_hard,0,0
87,89,10_knapPI_1_1000_1000_1_new,0.481189189,0.736412412,0.001126861,0.997746278,0.060355808,0.098524056,0.334334222,0.327232221,0.556537685,0.994,0.001,1.55E-05,0.033,0,0.033,0.001,0,0.003642824,0.003708898,0.00426687,0.009438628,0.01,0.038151448,0.2,0.6,0.309236948,0.381526104,0.831428335,0.125703106,0.113872699,0.104697933,0.014664734,0.166666667,0.002579362,0.5,0.166666667,0.333333333,0.574468085,0.652618135,0.691273076,0.767871429,0.8183254,0.25,0.038151448,4.82E-06,0.000198547,0.000202961,Pisigner_small_coff,0,0
